imdb_title,tmdb_titles,budget,revenue
Sultan,Sultan,0.0,0.0
Starman,Starman,22000000.0,28744356.0
The Apprentice,The Apprentice,16000000.0,17271613.0
Soul Surfer,Soul Surfer,18000000.0,47088990.0
If Beale Street Could Talk,If Beale Street Could Talk,12000000.0,20572691.0
Kon-Tiki,Kon-Tiki,16600000.0,0.0
Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey,24000000.0,57333324.0
Kill the Irishman,Kill the Irishman,0.0,1188194.0
Thirst,Thirst,0.0,0.0
Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,10000000.0,7500445.0
Black Christmas,Black Christmas,9000000.0,21510851.0
Dressed to Kill,Dressed to Kill,0.0,0.0
Gomorrah,GOMORRAH,5000.0,0.0
Pawn Sacrifice,Pawn Sacrifice,19000000.0,5600000.0
Look Who's Back,Look Who's Back,3196621.0,25513752.0
Kinsey,Kinsey,11000000.0,17050017.0
The Poseidon Adventure,The Poseidon Adventure,5000000.0,84563118.0
The Peanuts Movie,The Peanuts Movie,99000000.0,246233113.0
We Live in Time,We Live in Time,20000000.0,37182814.0
Shutter,Shutter,0.0,0.0
11:14,11:14,6000000.0,0.0
No Way Out,No Way Out,0.0,0.0
Better Off Dead,Better Off Dead?,0.0,0.0
American Animals,American Animals,3000000.0,2847319.0
Strange Darling,Strange Darling,4000000.0,4853595.0
Bad Lieutenant,Bad Lieutenant,1000000.0,2019469.0
The Towering Inferno,The Towering Inferno,14000000.0,116000000.0
Waitress,Waitress,1500000.0,22240529.0
Holy Motors,Holy Motors,4000000.0,641100.0
Balto,Balto,31000000.0,11348324.0
Casualties of War,Casualties of War,22500000.0,18671317.0
Che: Part One,Che: Part One,58000000.0,0.0
Million Dollar Arm,Million Dollar Arm,25000000.0,38307627.0
American Honey,American Honey,3500000.0,2290649.0
The Call,The Call,13000000.0,68572378.0
The Zookeeper's Wife,The Zookeeper's Wife,20000000.0,26152835.0
The Goat Life,The Goat Life,9800000.0,19000000.0
Brimstone,Brimstone,13000000.0,0.0
Serial Bad Weddings,Serial (Bad) Weddings,13000000.0,176404493.0
Curse of the Golden Flower,Curse of the Golden Flower,45000000.0,78568977.0
Behind the Candelabra,Behind the Candelabra,23000000.0,15600000.0
Welcome to the Sticks,Welcome to the Sticks,11000000.0,245144417.0
Hang 'Em High,Hang 'em High,1800000.0,6800000.0
Sleeper,Sleeper,2000000.0,18344729.0
Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,2300000.0,5300000.0
The One I Love,The One I Love,0.0,0.0
Mission Majnu,Mission Majnu,0.0,0.0
Abominable,Abominable,0.0,0.0
Bad Education,Bad Education,0.0,0.0
Two Lovers,Two Lovers,0.0,0.0
People Like Us,People Like Us,0.0,0.0
The Seven Year Itch,The Seven Year Itch,1800000.0,12000000.0
Narc,Narc,6500000.0,12633747.0
Catfish,Catfish,30000.0,3045943.0
The Big Chill,The Big Chill,8000000.0,56342711.0
Mighty Aphrodite,Mighty Aphrodite,15000000.0,26000000.0
The Railway Man,The Railway Man,18000000.0,24174885.0
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,9250000.0,51167572.0
Bobby,Bobby,0.0,0.0
Kabir Singh,Kabir Singh,8751000.0,55478164.0
Ron's Gone Wrong,Ron's Gone Wrong,0.0,60692022.0
Chopper,Chopper,0.0,236185.0
Nyad,NYAD,0.0,0.0
Race,Race,0.0,0.0
Fantasia 2000,Fantasia 2000,80000000.0,60655420.0
The Trouble with Harry,The Trouble with Harry,1200000.0,7000000.0
Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer,111000.0,609939.0
The Changeling,The Changeling,0.0,0.0
The Believer,The Believer,1500000.0,1309316.0
Main Hoon Na,Main Hoon Na,0.0,0.0
Leo,Leo,0.0,0.0
The Tragedy of Macbeth,The Tragedy of Macbeth,0.0,176248.0
Bedknobs and Broomsticks,Bedknobs and Broomsticks,20000000.0,17900000.0
Happy-Go-Lucky,Happy-Go-Lucky,0.0,0.0
The Accused,The Accused,0.0,0.0
JCVD,JCVD,6000000.0,276891.0
Madgaon Express,Madgaon Express,0.0,0.0
On the Basis of Sex,On the Basis of Sex,20000000.0,38755968.0
Nothing But the Truth,Nothing But the Truth,0.0,0.0
Tangerine,Tangerine,100000.0,925000.0
Jailer,Jailer,0.0,0.0
Nowhere Boy,Nowhere Boy,1500000.0,6577779.0
The War of the Worlds,The War of the Worlds,2000000.0,2000000.0
99 Homes,99 Homes,8000000.0,1411927.0
The Protector,The Protector,0.0,0.0
The Burial,The Burial,32500000.0,0.0
The Glass Castle,The Glass Castle,9000000.0,22088533.0
Sex and Lucía,Sex and Lucía,0.0,7640680.0
Rumble Fish,Rumble Fish,10000000.0,2494480.0
Red Rocket,Red Rocket,1100000.0,2200000.0
The Visitors,The Visitors,0.0,0.0
Vettaiyan,Vettaiyan,35500000.0,30745762.0
The Savages,The Savages,0.0,10653221.0
Cleopatra,Cleopatra,44000000.0,57779280.0
The Merchant of Venice,The Merchant of Venice,0.0,0.0
The Forgotten Battle,The Forgotten Battle,14000000.0,0.0
Padmaavat,Padmaavat,31000000.0,81673897.0
Shattered Glass,Shattered Glass,6000000.0,2944752.0
Ip Man 4: The Finale,Ip Man 4: The Finale,52000000.0,239000000.0
The Fallout,The Fallout,0.0,0.0
Parallel Mothers,Parallel Mothers,0.0,23099858.0
Shiva Baby,Shiva Baby,250000.0,359247.0
An American in Paris,An American in Paris,5635000.0,6981000.0
La Bamba,La Bamba,6500000.0,54215416.0
Loving,Loving,0.0,0.0
Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,0.0,23820.0
The Messenger,The Messenger,6500000.0,1595417.0
Wicked Little Letters,Wicked Little Letters,12600000.0,27219729.0
Find Me Guilty,Find Me Guilty,13000000.0,2636637.0
In the Fade,In the Fade,0.0,4997844.0
Angel-A,Angel-A,15000000.0,9995168.0
The Whistleblower,The Whistleblower,0.0,0.0
Some Kind of Wonderful,Some Kind of Wonderful,0.0,18553948.0
Adam,Adam,0.0,0.0
The Brand New Testament,The Brand New Testament,8700000.0,15709652.0
Border,Border,0.0,37000000.0
The Woodsman,The Woodsman,4000000.0,4700000.0
Fanaa,Fanaa,5300000.0,22175908.0
Queen & Slim,Queen & Slim,20000000.0,47803176.0
45 Years,45 Years,0.0,4250507.0
Sid and Nancy,Sid and Nancy,4000000.0,2826523.0
Beautiful Girls,Beautiful Girls,16000000.0,27000000.0
Chasing Mavericks,Chasing Mavericks,0.0,7900000.0
Now Is Good,Now Is Good,4500000.0,2700000.0
8 Women,8 Women,8000000.0,42400000.0
The Thing from Another World,The Thing from Another World,0.0,0.0
One Night in Miami...,One Night in Miami...,0.0,0.0
Mohabbatein,Mohabbatein,4000000.0,20000000.0
Michael Collins,Michael Collins,25000000.0,16900000.0
The Fearless Vampire Killers,The Fearless Vampire Killers,2000000.0,0.0
White Oleander,White Oleander,16000000.0,21657770.0
An Unfinished Life,An Unfinished Life,30000000.0,18618284.0
Julieta,Julieta,0.0,0.0
Aashiqui 2,Aashiqui 2,1300000.0,16000000.0
If Only,If Only,532673.0,3000000.0
Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,0.0,10370305.0
Funny Face,Funny Face,0.0,0.0
Arthur the King,Arthur the King,19000000.0,40829138.0
Danny Collins,Danny Collins,10000000.0,10835752.0
Mean Creek,Mean Creek,500000.0,603943.0
Dragon: The Bruce Lee Story,Dragon: The Bruce Lee Story,14000000.0,63513743.0
Priceless,Priceless,0.0,0.0
Nixon,Nixon,44000000.0,13681765.0
Son of Rambow,Son of Rambow,4913400.0,10871449.0
Tie Me Up! Tie Me Down!,Tie Me Up! Tie Me Down!,0.0,3125224.0
The Pink Panther Strikes Again,The Pink Panther Strikes Again,6000000.0,33833201.0
An Action Hero,An Action Hero,0.0,0.0
The Legend Is Born: Ip Man,The Legend Is Born: Ip Man,0.0,2708867.0
Miss Potter,Miss Potter,30000000.0,35078241.0
The Bounty,The Bounty,25000000.0,8613462.0
The Salton Sea,The Salton Sea,18000000.0,1073198.0
Tracks,Tracks,0.0,0.0
The Boys from Brazil,The Boys from Brazil,12000000.0,19000000.0
Two Mules for Sister Sara,Two Mules for Sister Sara,2500000.0,5050000.0
Klute,Klute,2500000.0,12512637.0
Mosul,Mosul,0.0,0.0
Juice,Juice,5000000.0,20146880.0
The Mummy,The Mummy,80000000.0,415885488.0
Micmacs,Micmacs,33000000.0,14000000.0
Ruby & Quentin,Ruby & Quentin,27440000.0,27729359.0
Kundun,Kundun,28000000.0,5684789.0
Matilda: The Musical,Roald Dahl's Matilda the Musical,25000000.0,37289659.0
Runway 34,Runway 34,0.0,0.0
The Return of the Pink Panther,The Return of the Pink Panther,5000000.0,41833347.0
Dragon Ball Z: Battle of Gods,Dragon Ball Z: Battle of Gods,0.0,50461371.0
A Brilliant Young Mind,X+Y,0.0,0.0
Goodbye Christopher Robin,Goodbye Christopher Robin,0.0,7299662.0
Heartbeats,Heartbeats,0.0,0.0
Thunderbolt and Lightfoot,Thunderbolt and Lightfoot,4000000.0,25000000.0
The Quiet American,The Quiet American,30000000.0,27674124.0
Pollock,Pollock,6000000.0,10994533.0
Gorillas in the Mist,Gorillas in the Mist,22000000.0,0.0
Things We Lost in the Fire,Things We Lost in the Fire,16000000.0,2849142.0
Miss Pettigrew Lives for a Day,Miss Pettigrew Lives for a Day,0.0,16724933.0
In Order of Disappearance,In Order of Disappearance,4161012.0,0.0
The World According to Garp,The World According to Garp,17000000.0,29712172.0
Miracles from Heaven,Miracles from Heaven,16000000.0,74000000.0
Beaches,Beaches,20000000.0,57041866.0
Fathers & Daughters,"Strong Fathers, Strong Daughters",0.0,0.0
Suite Française,Suite Française,15000000.0,9104716.0
Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,35000000.0,27985788.0
Carnival of Souls,Carnival of Souls,30000.0,0.0
Professor Marston & the Wonder Women,Professor Marston and the Wonder Women,7000000.0,1600000.0
Winnie the Pooh,Winnie the Pooh,30000000.0,14460000.0
Rustom,Rustom,0.0,0.0
Tenebrae,Tenebrae,0.0,0.0
Koi... Mil Gaya,Koi... Mil Gaya,3750000.0,10000000.0
Megan Leavey,Megan Leavey,0.0,13406883.0
Alphaville,Alphaville,220000.0,46585.0
Saboteur,Saboteur,780000.0,1250000.0
The Way We Were,The Way We Were,5000000.0,50000000.0
"The Gangster, the Cop, the Devil","The Gangster, the Cop, the Devil",0.0,0.0
Human Traffic,Human Traffic,600000.0,4000000.0
The Warlords,The Warlords,40000000.0,0.0
The Little Death,The Little Death,0.0,0.0
The Innocents,The Innocents,0.0,1200000.0
The Boys in the Boat,The Boys in the Boat,40000000.0,54401583.0
The Angels' Share,The Angels' Share,0.0,7034007.0
Thappad,Thappad,2859129.0,5306068.0
Gabbar Is Back,Gabbar Is Back,11000000.0,41000000.0
The Last Seduction,The Last Seduction,2500000.0,5842603.0
Red Rock West,Red Rock West,8000000.0,2500000.0
Mansfield Park,Mansfield Park,0.0,0.0
Rose Island,Rose Island,8000000.0,0.0
Knox Goes Away,Knox Goes Away,963703.0,0.0
Quigley Down Under,Quigley Down Under,0.0,21413845.0
The Eagle Has Landed,The Eagle Has Landed,6000000.0,0.0
The House of the Spirits,The House of the Spirits,25000000.0,6265311.0
Welcome to the Rileys,Welcome to the Rileys,0.0,361960.0
Battle of Britain,Battle of Britain,12000000.0,0.0
The Contender,The Contender,20000000.0,22428990.0
Swimming with Sharks,Swimming with Sharks,700000.0,382928.0
What We Did on Our Holiday,What We Did on Our Holiday,0.0,1289998.0
Lee,Lee,0.0,23508220.0
Dead Presidents,Dead Presidents,10000000.0,24100000.0
The Great Hack,The Great Hack,0.0,0.0
Supercop,SuperCop,0.0,0.0
Dil To Pagal Hai,Dil To Pagal Hai,1300000.0,11000000.0
Fearless,Fearless,0.0,0.0
Thor,Thor,150000000.0,449326618.0
World War Z,World War Z,200000000.0,531865000.0
Prometheus,Prometheus,130000000.0,403354469.0
Independence Day,Independence Day,75000000.0,817400891.0
Oblivion,Oblivion,120000000.0,286168572.0
Top Gun,Top Gun,15000000.0,356830601.0
We're the Millers,We're the Millers,37000000.0,270000000.0
Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,90000000.0,995339117.0
Passengers,Passengers,110000000.0,303144152.0
Ant-Man and the Wasp,Ant-Man and the Wasp,140000000.0,622674139.0
The Cabin in the Woods,The Cabin in the Woods,30000000.0,71038838.0
American Pie,American Pie,11000000.0,235483004.0
The Mask,The Mask,23000000.0,351583407.0
Cloverfield,Cloverfield,25000000.0,170764026.0
Easy A,Easy A,8000000.0,75026327.0
Fast & Furious 6,Fast & Furious 6,160000000.0,788700000.0
22 Jump Street,22 Jump Street,50000000.0,331333876.0
Shazam!,Shazam!,80000000.0,367799011.0
The Italian Job,The Italian Job,60000000.0,176070171.0
Constantine,Constantine,100000000.0,230900000.0
Wedding Crashers,Wedding Crashers,40000000.0,288500000.0
Jack Reacher,Jack Reacher,60000000.0,218300000.0
Super 8,Super 8,50000000.0,260100000.0
Meet the Parents,Meet the Parents,55000000.0,330444045.0
Burn After Reading,Burn After Reading,37000000.0,163700000.0
The Holiday,The Holiday,85000000.0,205219880.0
Red,RED,58000000.0,199006387.0
The Witch,The Witch,4000000.0,40423945.0
Death Proof,Death Proof,25000000.0,31126421.0
Rush Hour,Rush Hour,33000000.0,244721064.0
The Platform,The Platform,0.0,0.0
Hotel Transylvania,Hotel Transylvania,85000000.0,358375603.0
Underworld,Underworld,22000000.0,95708457.0
Hellboy II: The Golden Army,Hellboy II: The Golden Army,85000000.0,160388063.0
The Northman,The Northman,70000000.0,69633110.0
The Adjustment Bureau,The Adjustment Bureau,50200000.0,127900000.0
Chronicle,Chronicle,15000000.0,145000000.0
Spy,Spy,65000000.0,235666219.0
The Super Mario Bros. Movie,The Super Mario Bros. Movie,100000000.0,1362000000.0
Orphan,Orphan,20000000.0,77912251.0
Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,16500000.0,67711748.0
Star Trek Beyond,Star Trek Beyond,185000000.0,343471816.0
Happy Gilmore,Happy Gilmore,12000000.0,41380229.0
Pitch Black,Pitch Black,23000000.0,53187659.0
Rambo,Rambo,50000000.0,113200000.0
Old School,Old School,24000000.0,87100000.0
Napoleon Dynamite,Napoleon Dynamite,400000.0,46118097.0
Body of Lies,Body of Lies,70000000.0,113280098.0
Saltburn,Saltburn,20000000.0,21013738.0
Civil War,Civil War,50000000.0,126542249.0
Ghostbusters: Afterlife,Ghostbusters: Afterlife,75000000.0,204334455.0
Planet Terror,Planet Terror,23000000.0,11446172.0
P.S. I Love You,P.S. I Love You,30000000.0,156835339.0
"I Love You, Man","I Love You, Man",41000000.0,92000000.0
Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,30000000.0,80600000.0
Barbarian,Barbarian,4500000.0,45400000.0
Jarhead,Jarhead,72000000.0,97076152.0
Stargate,Stargate,55000000.0,196567262.0
Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,9000000.0,23936908.0
A Knight's Tale,A Knight's Tale,65000000.0,117487473.0
The Killing of a Sacred Deer,The Killing of a Sacred Deer,3000000.0,10700000.0
Ralph Breaks the Internet,Ralph Breaks the Internet,175000000.0,529323962.0
The Addams Family,The Addams Family,30000000.0,191502426.0
Last Night in Soho,Last Night in Soho,43000000.0,22957625.0
Matilda,Matilda,36000000.0,33500000.0
The Gift,The Gift,10000000.0,12008642.0
The Hunchback of Notre Dame,The Hunchback of Notre Dame,1000000.0,0.0
Wayne's World,Wayne's World,20000000.0,183097323.0
Wonka,Wonka,125000000.0,634502312.0
Nightmare Alley,Nightmare Alley,60000000.0,39629195.0
One Day,One Day,15000000.0,59400000.0
Buried,Buried,1987650.0,19152480.0
Hard Candy,Hard Candy,950000.0,7000000.0
Marley & Me,Marley & Me,60000000.0,255700000.0
Logan Lucky,Logan Lucky,29000000.0,48453605.0
The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,30000000.0,29116320.0
The Drop,The Drop,12600000.0,19054534.0
The Spectacular Now,The Spectacular Now,2500000.0,6854611.0
Extraction II,Extraction 2,65000000.0,0.0
Bad Santa,Bad Santa,23000000.0,76500000.0
The Mule,The Mule,50000000.0,174800000.0
We Bought a Zoo,We Bought a Zoo,50000000.0,120081841.0
Challengers,Challengers,55000000.0,94182533.0
A Serious Man,A Serious Man,7000000.0,31400000.0
Highlander,Highlander,19000000.0,12900000.0
9,9,0.0,0.0
Foxcatcher,Foxcatcher,24000000.0,12096300.0
Elemental,Elemental,200000000.0,496444308.0
Green Room,Green Room,5000000.0,3800000.0
Bronson,Bronson,230000.0,2300000.0
Den of Thieves,Den of Thieves,30000000.0,80509622.0
Pearl,Pearl,1000000.0,10139416.0
Heretic,Heretic,10000000.0,51913394.0
The Kids Are All Right,The Kids Are All Right,3500000.0,34705850.0
The Kingdom,The Kingdom,70000000.0,86658558.0
Julie & Julia,Julie & Julia,40000000.0,129500000.0
To All the Boys I've Loved Before,To All the Boys I've Loved Before,0.0,0.0
Sixteen Candles,Sixteen Candles,6500000.0,23686027.0
Mallrats,Mallrats,6000000.0,2122561.0
The Foreigner,The Foreigner,16700000.0,0.0
Charlie Wilson's War,Charlie Wilson's War,75000000.0,119483446.0
The Naked Gun 2½: The Smell of Fear,The Naked Gun 2½: The Smell of Fear,23000000.0,192030411.0
Greyhound,Greyhound,50300000.0,0.0
Scrooged,Scrooged,32000000.0,60300000.0
Late Night with the Devil,Late Night with the Devil,2000000.0,15469415.0
Maverick,Maverick,75000000.0,183031272.0
Water for Elephants,Water for Elephants,38000000.0,117094902.0
Frankenweenie,Frankenweenie,39000000.0,81493846.0
Demolition,Demolition,10000000.0,4366460.0
The Spy Who Loved Me,The Spy Who Loved Me,13500000.0,185438673.0
A Scanner Darkly,A Scanner Darkly,8700000.0,7659918.0
Trance,Trance,0.0,0.0
Filth,Filth,5000000.0,9114264.0
Cool Runnings,Cool Runnings,14000000.0,154856263.0
What Dreams May Come,What Dreams May Come,85000000.0,71485043.0
The Last Boy Scout,The Last Boy Scout,29000000.0,59500000.0
Super Troopers,Super Troopers,3000000.0,23182223.0
ParaNorman,ParaNorman,60000000.0,107139399.0
Martyrs,Martyrs,0.0,0.0
Get the Gringo,Get the Gringo,35000000.0,8826837.0
The Road to El Dorado,The Road to El Dorado,95000000.0,76400000.0
The X Files,The X-Files,66000000.0,189198313.0
Clear and Present Danger,Clear and Present Danger,62000000.0,215887717.0
Cop Land,Cop Land,15000000.0,44862187.0
Unleashed,Unleashed,45000000.0,50871113.0
Alpha Dog,Alpha Dog,9500000.0,32400000.0
The Highwaymen,The Highwaymen,49000000.0,0.0
Romancing the Stone,Romancing the Stone,10000000.0,86572238.0
Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,40000000.0,55200000.0
Fatal Attraction,Fatal Attraction,14000000.0,320145693.0
Holes,Holes,20000000.0,71406573.0
Finch,Finch,2500000.0,0.0
Jawan,Jawan,36150000.0,136698671.0
A Good Year,A Good Year,35000000.0,42064105.0
Secretary,Secretary,4000000.0,9300000.0
The Thomas Crown Affair,The Thomas Crown Affair,4300000.0,14000000.0
The Outsiders,The Outsiders,10000000.0,33697647.0
Mickey 17,Mickey 17,118000000.0,131847147.0
Out of Sight,Out of Sight,0.0,0.0
Big Eyes,Big Eyes,10000000.0,28900000.0
Another Earth,Another Earth,100000.0,1938783.0
The Guardian,The Guardian,10000000.0,94973540.0
Pig,Pig,3000000.0,3889432.0
Fallen,Fallen,0.0,0.0
Unthinkable,Unthinkable,15000000.0,0.0
Juror #2,Juror #2,30000000.0,21418477.0
The Color of Money,The Color of Money,13800000.0,52293982.0
Monster's Ball,Monster's Ball,4000000.0,44900000.0
Sisu,Sisu,6200000.0,13000000.0
Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,30000000.0,33013805.0
Kingpin,Kingpin,27000000.0,25023434.0
Get Shorty,Get Shorty,30250000.0,115101622.0
Raw,Raw,5.0,0.0
My Girl,My Girl,17000000.0,59490000.0
Taxi,Taxi,8700000.0,44218015.0
The Longest Ride,The Longest Ride,34000000.0,63013281.0
Sorry to Bother You,Sorry to Bother You,3200000.0,18200000.0
Grandma's Boy,Grandma's Boy,5000000.0,6538177.0
My Week with Marilyn,My Week with Marilyn,6400000.0,35100000.0
Fighting with My Family,Fighting with My Family,11000000.0,39055536.0
Stir of Echoes,Stir of Echoes,12000000.0,21142914.0
Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,80000000.0,140073390.0
48 Hrs.,48 Hrs.,12000000.0,78868508.0
The Christmas Chronicles,The Christmas Chronicles,0.0,0.0
The Duchess,The Duchess,17759769.0,43306325.0
Kids,Kids,1500000.0,20412216.0
The Last Castle,The Last Castle,72000000.0,27642707.0
Bottle Rocket,Bottle Rocket,0.0,0.0
All Is Lost,All Is Lost,9000000.0,6108720.0
Climax,Climax,0.0,0.0
Outlaw King,Outlaw King,0.0,0.0
Companion,Companion,10000000.0,36709101.0
Girl with a Pearl Earring,Girl with a Pearl Earring,10500000.0,31500000.0
Fright Night,Fright Night,9000000.0,24922237.0
1984,1984,0.0,0.0
Frank,Frank,0.0,0.0
The Words,The Words,6000000.0,13231461.0
The Infiltrator,The Infiltrator,28000000.0,21011110.0
The Edge,The Edge,0.0,0.0
Jackass Number Two,Jackass Number Two,11000000.0,72778712.0
Troll Hunter,Troll Hunter,3500000.0,4159678.0
The Thirteenth Floor,The Thirteenth Floor,16000000.0,18564088.0
A Most Violent Year,A Most Violent Year,20000000.0,12007070.0
The Water Diviner,The Water Diviner,22500000.0,15520023.0
The Woman King,The Woman King,50000000.0,97300000.0
Bringing Out the Dead,Bringing Out the Dead,32000000.0,16797191.0
DC League of Super-Pets,DC League of Super-Pets,90000000.0,203000000.0
The Kerala Story,The Kerala Story,2400000.0,36000000.0
The Sisters Brothers,The Sisters Brothers,38000000.0,13143056.0
The Rescuers,The Rescuers,7500000.0,169015869.0
Overboard,Overboard,12000000.0,91244913.0
Time Bandits,Time Bandits,5000000.0,42365581.0
Whip It,Whip It,15000000.0,16633035.0
The Crimson Rivers,The Crimson Rivers,2365000.0,0.0
Black Snake Moan,Black Snake Moan,15000000.0,10900000.0
Charlie Bartlett,Charlie Bartlett,12000000.0,5254986.0
A Goofy Movie,A Goofy Movie,18000000.0,35348597.0
Free State of Jones,Free State of Jones,50000000.0,25035950.0
I Don't Feel at Home in This World Anymore,I Don't Feel at Home in This World Anymore,0.0,0.0
Westworld,Westworld,1200000.0,10000000.0
Tully,Tully,0.0,15636462.0
My Own Private Idaho,My Own Private Idaho,2500000.0,6400000.0
Everybody Wants Some!!,Everybody Wants Some!!,10000000.0,3400278.0
Ichi the Killer,Ichi the Killer,1400010.0,80631.0
The Lookout,The Lookout,16000000.0,5367030.0
Traitor,Traitor,0.0,0.0
An American Tail,An American Tail,9000000.0,84542002.0
Wicker Park,Wicker Park,30000000.0,13000000.0
Fletch,Fletch,8000000.0,59612888.0
The Majestic,The Majestic,72000000.0,37317673.0
Ma Rainey's Black Bottom,Ma Rainey's Black Bottom,0.0,0.0
Sonic the Hedgehog 3,Sonic the Hedgehog 3,122000000.0,486018457.0
Dragged Across Concrete,Dragged Across Concrete,15000000.0,660132.0
Naked Lunch,Naked Lunch,16000000.0,2641357.0
Dave,Dave,0.0,0.0
"Red, White & Royal Blue","Red, White & Royal Blue",0.0,0.0
The Croods: A New Age,The Croods: A New Age,65000000.0,215905815.0
Dumb Money,Dumb Money,30000000.0,20703794.0
The Meyerowitz Stories,The Meyerowitz Stories (New and Selected),0.0,0.0
Hesher,Hesher,7000000.0,449702.0
Labor Day,Labor Day,18000000.0,20275812.0
Flight of the Navigator,Flight of the Navigator,9000000.0,18564613.0
Ladyhawke,Ladyhawke,20000000.0,18432000.0
He Got Game,He Got Game,25000000.0,21567853.0
Bubba Ho-Tep,Bubba Ho-tep,1000000.0,1239541.0
Gia,Gia,0.0,0.0
Rabbit Hole,Rabbit Hole,5000000.0,5144717.0
Adventures in Babysitting,Adventures in Babysitting,9000000.0,0.0
Stronger,Stronger,30000000.0,8484418.0
Hector and the Search for Happiness,Hector and the Search for Happiness,0.0,1124445.0
When Evil Lurks,When Evil Lurks,0.0,1743976.0
Presumed Innocent,Presumed Innocent,22000000.0,221303188.0
Kill the Messenger,Kill the Messenger,5000000.0,5200000.0
Clash of the Titans,Clash of the Titans,125000000.0,493214993.0
Chip 'n Dale: Rescue Rangers,Chip 'n Dale: Rescue Rangers,70000000.0,623190.0
Slow West,Slow West,2000000.0,1617522.0
Rob Roy,Rob Roy,0.0,0.0
Near Dark,Near Dark,5000000.0,3400000.0
Shadow of the Vampire,Shadow of the Vampire,8000000.0,8279017.0
Death Wish,Death Wish,30000000.0,34017028.0
Women Talking,Women Talking,20000000.0,7589419.0
Suffragette,Suffragette,14000000.0,16002420.0
The Half of It,The Half of It,0.0,0.0
Trust,Trust,9500000.0,120000.0
Radio,Radio,35000000.0,53293628.0
Boy Erased,Boy Erased,15000000.0,7900000.0
King of New York,King of New York,0.0,2554712.0
Ravenous,Ravenous,12000000.0,2000000.0
Tigerland,Tigerland,10000000.0,148701.0
Camp X-Ray,Camp X-Ray,1000000.0,59744.0
Romper Stomper,Romper Stomper,1600000.0,3300000.0
The Order,The Order,35000000.0,11600000.0
At Eternity's Gate,At Eternity's Gate,0.0,0.0
Body Double,Body Double,10000000.0,8801940.0
Caddo Lake,Caddo Lake,0.0,0.0
Detroit Rock City,Detroit Rock City,6500000.0,4217115.0
Hearts in Atlantis,Hearts in Atlantis,31000000.0,24185781.0
Up in Smoke,Up in Smoke,0.0,0.0
Stree 2: Sarkate Ka Aatank,Stree 2,10000000.0,100000000.0
Bully,Bully,200000.0,0.0
The Crucible,The Crucible,25000000.0,7343114.0
World's Greatest Dad,World's Greatest Dad,0.0,0.0
9 to 5,9 to 5,0.0,0.0
Shin Godzilla,Shin Godzilla,15000000.0,78053145.0
The 33,The 33,25000000.0,24900000.0
Arif V 216,Arif V 216,1705235.0,3501037.0
Altered States,Altered States,15000000.0,19853892.0
The Last Kingdom: Seven Kings Must Die,The Last Kingdom: Seven Kings Must Die,0.0,0.0
A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,1000000.0,395000.0
Vengeance,Vengeance,0.0,4225720.0
Private Parts,Private Parts,28000000.0,41200000.0
Real Genius,Real Genius,8000000.0,12952019.0
Everybody Knows,Everybody Knows,0.0,0.0
Velvet Goldmine,Velvet Goldmine,9000000.0,4300000.0
Victoria & Abdul,Victoria & Abdul,22000000.0,65400000.0
Love at First Sight,Love at First Sight,0.0,0.0
22 July,22 July,20000000.0,0.0
My Old Ass,My Old Ass,3000000.0,5705895.0
Bananas,Bananas,2000000.0,11833696.0
Love Story,Love Story,2200000.0,136400000.0
"To Wong Foo, Thanks for Everything! Julie Newmar","To Wong Foo, Thanks for Everything! Julie Newmar",0.0,47774193.0
Middle Men,Middle Men,22000000.0,0.0
The Rookie,The Rookie,20000000.0,75597042.0
Thelma,Thelma,5000000.0,12537071.0
Jersey Boys,Jersey Boys,40000000.0,67347013.0
Imagine Me & You,Imagine Me & You,1000000.0,2500000.0
Munich: The Edge of War,Munich – The Edge of War,0.0,0.0
The Monster Squad,The Monster Squad,12000000.0,3769990.0
The Dry,The Dry,0.0,15576286.0
Keeping Mum,Keeping Mum,169000.0,18564702.0
Igby Goes Down,Igby Goes Down,9000000.0,4777465.0
The Cooler,The Cooler,0.0,0.0
Creature from the Black Lagoon,Creature from the Black Lagoon,0.0,1300000.0
Serial Mom,Serial Mom,13000000.0,7820688.0
The Brood,The Brood,1355000.0,5000000.0
